Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Stalker,Kannada,Thriller,0.0,0.0214,2022-03-05,"Ramesh Annavarapu, Namrata Patil, Aishwarya Nambiar, Suman Nagarkar","Arvind is a doting father to 16 year old Anu. One day Anu starts receiving text messages from unknown nos. She confronts her friends but they deny it. She finds herself stalked where ever she goes. She can't divulge this to anyone as the stalker threatens to kill her parents if she does so. Caught in this traumatic situation, she becomes a recluse and a mental wreck. Her parents are unable to fathom what is happening with her. How Anu and the family get out of the situation forms the crux of the film.",0.0
Bahukrita Vesham,Kannada,"Crime, Thriller",0.0,0.0214,2022-02-18,"Shashikanth B, Vaishnavi Gowda, Karan Aryan",,0.0
Vishnu Circle,Kannada,"Action, Romance",0.0,0.0214,2019-09-06,"Gururaj Jaggesh, Samita Vinya","Youngster Vishnu is a big fan of Sandalwood legend (and his namesake) Dr. Vishnuvardhan. The film tells the story of three women who walk into Vishnu`s life at various points of time - Aakruthi, Samskruthi and Prakruthi - and their impact on him.",0.0
Shourya,Kannada,"Action, Drama",0.0,0.0214,2010-08-20,"Darshan Thoogudeepa Srinivas, Madalasa Sharma, Reema Wohra, Sampath Raj, John Kokken","Surya and his sister, Vidya, are orphans who are often mistreated by local ruffians. Years later, Surya grows up and becomes an honest police officer and sets off to find the killers of his guardian.",0.0
Siliconn City,Kannada,"Action, Thriller",0.0,0.0214,2017-06-16,"Srinagar Kitty, Suraj Gowda, Kavya Shetty, Ekta Rathod, Chikkanna","Siliconn City is a 2017 Kannada action film directed by Murali Gurappa, in his first direction. The film features Srinagar Kitty, Anil Siddhu, Suraj Gowda, Kavya Shetty and Ekta Rathod in the lead roles. The film is a remake of Tamil film Metro.",0.0
Nanjundi Kalyana,Kannada,"Romance, Drama",0.0,0.0214,1989-02-06,"Raghavendra Rajkumar, Malashri, Sundar Krishna Urs, G.V. Shivanand, Thoogudeepa Srinivas","Nanjundi Kalyana is an 1989 Indian Kannada romantic comedy film directed by M. S. Rajashekar and starring Raghavendra Rajkumar, with Malashri, Girija Lokesh and Sunder Krishna Urs as the lead cast.",0.0
Belli Kalungura,Kannada,"Romance, Drama",0.0,0.0193,1992-01-10,"Sunil, Malashri, Tara, Girija Lokesh, Master Anand","Krishna, a rich man, marries Bhadra. Soon after their wedding, his relatives start misbehaving with her and ask her to leave him alone.",0.0
Nam Duniya Nam Style,Kannada,"Drama, Romance",0.0,0.0193,2013-06-28,"Likith Shetty, Darling Krishna, Vinayak Joshi, Milana Nagaraj, Kavya Shetty","Nam Duniya Nam Style is a 2013 Kannada adventure film, written, directed and produced by Preetham Gubbi. It stars Likith Shetty, Vinayak Joshi, Krishna, Sonia Gowda, Milana Nagaraj, Kavya Shetty. The film is ""about three people who hail from different backgrounds and who have been friends for 15 years. The trio are a jovial and fun-loving lot, and are excited about their first travel abroad together"", said Preetham, who admitted he was inspired by the Hindi film Dil Chahta Hai. H C Venu was the cinematographer, while Shaan Rahman composed the music for the movie. The film was extensively shot in Karnataka, Kashmir and Malaysia",0.0
Santa,Kannada,Action,6.0,0.0193,2007-05-18,"Shivaraj Kumar, Sangliana, Aarti Chabria","Santa is a 2007 Kannada film directed by S. Muralimohan and produced by Vijayakumar and K. P. Srikanth. The film stars Shivaraj Kumar, Aarti Chhabria and Sangliana in lead roles. Music was composed by Gurukiran.",1.0
Nanda Gokula,Kannada,"Family, Drama",0.0,0.0168,1972-06-23,"Dr. Rajkumar, Jayanthi, K. S. Ashwath, T. N. Balakrishna, Sampath","Sridar abandons his family and marries Mohini, the daughter of a rich business tycoon. However, Sridar's father, who meets with an accident, wishes to reunite with his son before dying.",0.0
Baadada Hoo,Kannada,Drama,0.0,0.0168,1982-01-01,"Anant Nag, Padmapriya, K. S. Ashwath, Loknath, Sudharani",Hema is a girl from a poor household who is forced to work to earn a living. Trouble ensues when she finds employment in a place owned by a man she shares a bitter past with.,0.0
Thumbida Mane,Kannada,"Family, Drama",0.0,0.0168,1995-05-02,"Vishnuvardhan, Vinaya Prasad, Shashikumar, Shruti, Umashree","Movie starring Vsihnuvardhan, Shashikumar, Vinaya Prasad and is directed by S Umesh.",0.0
Avasthe,Kannada,Drama,0.0,0.0168,1987-06-25,"Anant Nag, B.V. Karanth, Archana Vishwanath","1987 Kannada political drama film directed and co-produced by Krishna Masadi and is based on the novel written by the acclaimed writer U. R. Ananthamurthy. The film starred Anant Nag in the lead role along with a host of real-time politicians like J. H. Patel, D. B. Chandre Gowda, M. P. Prakash and B. K. Chandrashekar in the key roles.[1] Other pivotal roles were played by B. V. Karanth, M. Bhaktavatsala, Chandrashekhara Kambara, Archana and Bhargavi Narayan.  The film's score and songs were composed by Vijaya Bhaskar. The film upon release was critically acclaimed and won multiple awards at the Karnataka State Film Awards for the year 198788.",0.0
Noorondu Nenapu,Kannada,"Drama, Romance",0.0,0.0168,2017-06-09,"Chethan Kumar, Meghana Raj, Rajavardan, Sushmita Joshi","During the 1980s, Shreyas, an affluent young man, befriends DSP and his gang in his new college. Meenu, a gang member, falls in love with Shreyas but unfortunately, he has his heart set on Shruthi.",0.0
3 Gante 30 Dina 30 Second,Kannada,Drama,0.0,0.0168,2018-01-19,"Arun Gowda, Kavya Shetty, Devaraj","3 Gante 30 Dina 30 Second is a Kannada Feature Love Story written and directed by adman G K Madhusudhan. Film is produced by Chandrashekar R Padmashali and like minded producers under the banner Brain Share Creations Pvt Ltd. This is a story of a reality game takes place between the Hero and Heroine! The movie has a blend of youngsters Arun Gowda & Kavya Shetty in lead roles along with powerhouse performers Devaraj, Sudharani, Edakallu Guddada Mele Chandrashekhar, Ramesh Bhat, Anantavelu, T.S.Nagabharana and Gururaj Hosakote.",0.0
Bahuparak,Kannada,Drama,3.0,0.0168,2014-07-25,"Srinagar Kitty, Meghana Raj","Manas, Mani and Mauni are at a critical stage in their lives wherein Manas is caught in a love triangle, Mani is on his way to become a crime boss and Mauni resorts to corruption for political gains.",2.0
Haavina Hede,Kannada,Drama,0.0,0.0168,1981-12-01,Dr. Rajkumar,It is a 1981 Indian Kannada-language action film directed by V. Somashekhar and produced by Parvathamma Rajkumar. The film featured Rajkumar and Sulakshana playing pivotal roles. The film was written by M. D. Sundar and had lyrics and dialogues written by Chi. Udaya Shankar.,0.0
Seetheyalla Savithri,Kannada,"Family, Drama",0.0,0.0143,1973-07-25,"Vishnuvardhan, Jayalakshmi, Udaya Chandrika, Ambareesh, T. N. Balakrishna","When Shankar marries his lover Gauri, his rival cousin enlists a prostitute to ruin their marriage. However, a strong-willed Gauri decides to save her husband from his cousin's vicious plan.",0.0
Time Bomb,Kannada,"Action, Drama",0.0,0.0143,1994-02-04,"Vishnuvardhan, Prabhakar, Devaraj, Shruti, Sowmya Kulkarni","Movie starring by Vishnu Vardhan, Soumya Kulkarni, Puneet Issar and directed by Joe Simon.",0.0
Bangarada Kalasha,Kannada,"Action, Drama",0.0,0.0143,1995-04-20,"Vishnuvardhan, Sithara, Anjana, Dheerendra Gopal, Shobaraj","Nagraj, an orphan raised by a poor woman, grows up to become the protector of his village. Nagaraj's life changes when he meets Uma, the new teacher in the village.",0.0
Himapatha,Kannada,"Drama, Romance",0.0,0.0143,1995-11-22,"Vishnuvardhan, Jaya Prada, Suhasini Maniratnam, Jai Jagadish, Jayanthi","Sumithra's lover Aravind, a photographer, goes missing after he goes to Shimla for a project. However, Sumithra sets out to look for Aravind after she finds out that he is alive.",0.0
Hello Daddy,Kannada,"Action, Fantasy, Comedy, Drama",0.0,0.0143,1996-01-01,"Vishnuvardhan, Sonakshi, Surabhi, Vaishali Kasaravalli, Lohithaswa","Prakash, a widower, is a government official responsible for confiscating lands acquired by criminals illegally. His son wants him to get a life and tries to find a suitor.",0.0
Jeevanadi,Kannada,"Family, Drama",0.0,0.0143,1996-09-10,"Vishnuvardhan, Khushboo, Anant Nag, Urvashi, Srinivasa Murthy","After several years of marriage, a couple becomes parents. However, after a childless couple finds their infant boy, they take him away and try to raise him as their own son.",0.0
Baalina Jyothi,Kannada,"Family, Drama",0.0,0.0143,1996-08-12,"Vishnuvardhan, Aamani, Srinivasa Murthy, Rekha Das, Vinaya Prasad",,0.0
Janani Janmabhoomi,Kannada,"Action, Drama",0.0,0.0143,1997-02-17,"Vishnuvardhan, B. Saroja Devi, Srikanya, Geethanjali, Harish Rai","Yashwanth, a scientist, wants his inventions to contribute to the nation's growth. However, some notorious criminals try to use his creations for their personal gains.",0.0
Samrat,Kannada,"Action, Drama",0.0,0.0143,1994-05-04,"Vishnuvardhan, Sowmya Kulkarni, Vinaya Prasad, Vajramuni, Shanthamma","When Kulkarni and Bandari plan to kill the CM, Samrat, an unemployed man, saves him. However, Samrat promises to put an end to Bandari's tantrums.",0.0
Julie,Kannada,"Drama, Romance",0.0,0.0143,2006-05-12,"Divya Spandana, Dino Morea, Sihi Kahi Chandru, Ramesh Bhat, Chitra Shenoy","A couple faces challenges when the girl gets pregnant before their marriage. Her lover forces her to abort the baby, but she refuses and decides to raise it against social humiliations.",0.0
Sriramachandra,Kannada,"Drama, Romance, Comedy, Action",0.0,0.0143,1992-12-01,"V. Ravichandran, Mohini, Srinath, Sumithra, Vajramuni","Twins Srirama and Chandra are separated after their parents' divorce. When Srirama is killed by his greedy manager, he returns as a ghost and possesses his twin to exact revenge.",0.0
Gundana Maduve,Kannada,"Comedy, Drama, Romance",0.0,0.0143,1993-04-28,"Jaggesh, Roopa Sri, Vinaya Prasad, Lokesh, Ashalatha","A man is head over heels in love with a girl, but her mother is against their relationship. He decides to fight against all odds to unite with his lover.",0.0
Alli Ramachari Illi Brahmachari,Kannada,"Romance, Comedy, Drama",0.0,0.0143,1992-11-05,"Jaggesh, Swathi Ganguli, Prathibha, Abhijith, Disco Shanti","Ramachari is a village simpleton, while his lookalike, Raja, is a foreign-educated wealthy industrialist. They switch places following a road accident, causing chaos.",0.0
Bevu Bella,Kannada,"Romance, Drama, Action",0.0,0.0143,1993-09-21,"Jaggesh, Roopa Sri, Lokesh, S. Narayan, Shobaraj","A young man is married to his maternal uncle's daughter and leads a happy life. However, things take a turn when his friend, Sridhar, sets his eyes upon his in-laws' wealth.",0.0
Bhairava,Kannada,"Action, Drama",0.0,0.0143,1994-10-21,"Jaggesh, Nandini Singh, Vajramuni, Pramila Joshai, Doddanna","Bhairava is an orphan who is speech-impaired and is being enslaved by Nanjegowda, a wealthy man. When a dark secret about Nanjegowda is let loose, Bhairava vows to take revenge against him.",0.0
Bal Nan Maga,Kannada,"Comedy, Romance",0.0,0.0143,1995-06-21,"Jaggesh, Mohana, B. V. Radha, Umashree, Vanishree","Jagdeesh, who does menial jobs, loves Sangeetha and tries to win her father's approval. However, her father asks him to arrange INR 1 lakh in order to marry her.",0.0
Bhanda Alla Bahaddur,Kannada,"Comedy, Action, Drama",0.0,0.0143,1997-04-17,"Jaggesh, Subhashri, Kalyan Kumar, Doddanna, Mukhyamantri Chandru","Following a misunderstanding, Krishna's grandfather throws him out of the house. His life takes a huge turn when he moves to the town and gets married to a rich girl.",0.0
Swarna Samsara,Kannada,"Family, Drama",0.0,0.0143,1990-04-20,"Anant Nag, Mahalakshmi, Mukhyamantri Chandru, Avinash, Sihi Kahi Chandru","Shridhar, a happy and content bachelor, is forced to marry Chitralekha, an ambitious girl, under peer pressure. However, his penny-pinching attitude starts getting in the way of their marriage.",0.0
Maneli Ili Beedili Huli,Kannada,"Comedy, Drama",0.0,0.0143,1990-12-14,"Anant Nag, Mahalakshmi, Shashikumar, Tara, Mysore Lokesh","Puroshottam, the managing director of a company, is dreaded by his employees but at home, treated poorly by his wife. Shivaram, who works under Puroshottam, helps him tame his spouse.",0.0
Kasu Iddone Basu,Kannada,"Comedy, Drama",0.0,0.0143,2003-08-29,"Jaggesh, Radhika Chaudhari, Komal Kumar, Doddanna, Bank Janardhan",Kasu Iddone Basu is a 2003 Indian Kannada comedy film starring Jaggesh and his younger brother Komal opposite Radhika Chaudhari in the lead roles. The film directed by A. R. Babu has musical score by V. Manohar.,0.0
Dhani,Kannada,"Action, Drama",0.0,0.0143,1996-05-13,"Vishnuvardhan, Vinita, Umashree, Dheerendra Gopal, Tara","Two despicable brothers cheat their employer, steal his wealth, kill him and throw his son into the river. When the boy survives and grows up, he decides to take revenge on the men who ruined him.",0.0
Amrutha Vani,Kannada,"Romance, Drama",0.0,0.0143,2007-05-18,"Naveen Krishna, Radhika Kumaraswamy, Ajai Rao, Doddanna, Sadhu Kokila","Vishwas and Samarth, two best friends, fall in love with the same girl. However, Samarth decides to hide his feelings and sacrifice his love.",0.0
Neenandre Ishta,Kannada,"Romance, Drama",0.0,0.0143,2003-02-07,"Darshan Thoogudeepa Srinivas, Malavika, Harish Raju, Akhila, Srinath","To pursue her education, Gayatri moves to her childhood friend Ajay's house in the city. However, problems arise when she falls in love with her classmate.",0.0
Nava Bharathi,Kannada,Drama,0.0,0.0143,2005-04-15,"Sourav, Ushakiran, Anitha Nayyar, Kaushiki, Srividhya","Womaniser Sourav assaults Gayathri. Later, she decides to seek revenge for his atrocity.",0.0
Bhagavan,Kannada,"Action, Drama",0.0,0.0143,2004-08-06,"Darshan Thoogudeepa Srinivas, Daisy Bopanna, Bhavana Ramanna, Sai Kumar, Rangayana Raghu","When Bhagawan, an unemployed man, rescues a film actress, Nanditha, from a few unruly thugs, she falls in love with him.",0.0
Kiladigalu,Kannada,"Action, Comedy, Drama",0.0,0.0143,1994-10-07,"Vishnuvardhan, Swarna, Sriraksha, Avinash, B. C. Patil",Hari and Krishna's uncle takes advantage of their innocence and tries to murder them for their wealth. A lawyer tries to outsmart him by hiring doppelgangers of Hari and Krishna.,0.0
Sirikantada Vodeya,Kannada,Documentary,0.0,0.0143,2025-03-06,"Chandra Ashwath, T. S. Nagabharana, T. N. Seetharam, H.S. Venkatesh Murthy, Muddukrishna","This brief biopic traces the incredible musical journey of C Ashwath - the king of Kannada light music. The story unfolds through the rich anecdotes of Sriyuths TS Nagabharana, HS Venkateshamurthy, TN Seetaram, Muddukrishna, BR Lakshman Rao, Smt. BK Sumitra, MD Pallavi and the singer's wife - Chandra Ashwath. Excerpts from his concerts bring out the evergreen melodies that he composed and sang.",0.0
Beli Hoo,Kannada,Drama,0.0,0.0143,2025-03-08,"Sampath Maitreya, Swetha Srinivas, Lion S Venkatesh, Master Thejas B V, Master Manish B V","The Fragrance of Kindness is a film about a young mother, Asha whose dreams of a happy married life are shattered as her husband is alcoholic and unemployed. With two young children to raise she is forced to fend for herself in rural Karnataka. She learns to drive an ambulance and conducts funerals of unclaimed, abandoned and decomposed bodies. The social stigma, the inhuman treatment from family and society and the painful reality of burying her sister from suicide bring into focus Asha's grit and compassion.",0.0
1990's,Kannada,"Action, Drama, Romance, Family",5.0,0.0143,2025-02-28,"R Arun Kumar, Rani Warad, Arun Kumar","Set in a picturesque village in the 1990s, this timeless tale follows two lovers from different castes who defy societal norms. As they struggle against tradition and prejudice, their love is put to the ultimate test. Will they stand together or succumb to fate? A story of resilience, destiny, and the enduring power of love.",1.0
Kaadumale,Kannada,"Drama, Science Fiction",2.0,0.0143,2025-01-31,"Harshan, Sangeetha, Gautham, Gilli Manju, Karthik Bhatt","A woman's suicide attempt lands her in a mysterious realm where she meets a man haunted by a supernatural force. Together, they face the dark secrets of their forest prison as time runs out and malevolent powers close in.",1.0
Talaq Talaq Talaq,Kannada,Drama,0.0,0.0143,2021-01-22,"Imtiaz Baig, Ravi Bhat, Praveen Pura Lakshmana, Srinivasa Murthy, R.J. Nethra",,0.0
MRP,Kannada,Drama,0.0,0.0143,2022-10-07,"Vijay Chendur, Chaitra Reddy","Fat middle aged man named Sheelavanth is a gluten free techie. His mother tired of finding an alliance for him due to his overweight. One fine day a family comes forward to give their daughter to marriage him. But fate creates turmoil in Sheelavanth's married life. Due to an accident in the past heroine will be suffering from memory loss. When regains her memory next day of the marriage, she fails to recognize her husband and refuses to accept the marriage which took place. Will Sheelavanth be able to get back his wife? Will he be accepted for his character or rejected for being fatty is the climax of the movie. It's a comedy and family oriented movie",0.0
Shalivahana Shakhe,Kannada,Drama,0.0,0.0143,2024-09-13,"Girish G, Chillar Manja, Shylesh Kumar, Sundar, Supritha Sathyanarayana","In the fictional village of Shaalivahana, Ranga and his friends discover a time turner on the very day they lose a dear friend. Overcome by the grief, they decide to manipulate time with the help of a time-turner. Their meddling with time leads to unforeseen consequences. As the story unfolds they grapple with the repercussions of altering time.",0.0
Hosa Theerpu,Kannada,Drama,0.0,0.0143,1983-05-19,"Ambareesh, Anant Nag, Jayanthi, Jayamala","After a truck driver kills a farmer while driving in an inebriated state, the court orders him to look after the farmer's family. Soon, the driver realises that his punishment is worse than prison.",0.0
Purloined Possession,Kannada,"Drama, Thriller, Crime",10.0,0.0143,2024-12-21,"Davis, Vinay S.R, Sagar M.S","In his pursuit of a master of disguise, Vinay finds himself drawn into a world where deception reigns and identities are fluid. As his search deepens, questions of guilt and innocence begin to intertwine, forcing him to confront the shadows within himself.",1.0
Yaru Hone,Kannada,Drama,0.0,0.0143,1989-07-25,"K. S. Ashwath, Umashree",First Best Film  Best Supporting Actress  Umashree,0.0
Yetu Yeduretu,Kannada,Drama,0.0,0.0143,1981-03-01,"Srinath, Lakshmi, Sundar Krishna Urs",Man against Evil in his village.,0.0
For Regn,Kannada,"Romance, Comedy",0.0,0.0143,2024-02-23,"Pruthvi Ambaar, Milana Nagaraj, Sudha Belawadi, P. Ravi Shankar, Babu Hirannaiah",The protagonists play dual roles to escape a self-created chakravyuha. Will they get out of the mess or get dragged further into it?,0.0
Onty Bunty Love Story,Kannada,"Drama, Romance",0.0,0.0143,2024-01-05,"Yatish Pannasamudra, Vaibhav Vardhan, Shweta S Bhat",Onty is desperately in need of a girlfriend. To fulfill his wish he takes help from his best friend Bunty but finds shocking twists and turns which might put their friendship in danger.,0.0
Osmitay,Kannada,Drama,0.0,0.0143,2023-09-15,"Stany Alvares, Ashwin D'Costa, Wencita Dias, Denis Monteiro, Nellu Permannur","A young man as he embarks on a quest to discover his true identity. Along the way, he unravels the fascinating history of the Konkani language, exploring its path through struggle, foreign invasion and exodus.",0.0
Crony,Kannada,"Horror, Thriller",0.0,0.0143,2017-08-27,"Abhilash Shetty, Sunil Ambore, Eshwar","Aarav decides to remove his deceased friend Ricky from his social media list. However, soon after, a series of strange events begin to occur.",0.0
Edurmaneli Ganda Pakkadmaneli Hendthi,Kannada,"Comedy, Drama",0.0,0.0143,1992-04-08,"Shashikumar, Shruti, Mukhyamantri Chandru, Mysore Lokesh, Umashree","Vasudev, a miser, tries to control his pregnant wife's spending habits. Furious, she leaves him. Years later, unknowingly she rents a house opposite his.",0.0
Love Andre..?,Kannada,"Drama, Comedy, Romance",0.0,0.0143,2023-09-11,"srikanta SR, Akhil S Nair, Yashwath rajkumar, Innocent boy yashu, Tejas",Plot: 4 friends get drunk and discuss their love life.,0.0
Butterfly,Kannada,"Drama, Family",0.0,0.0143,2023-08-02,"Taman Arya, Rakshith Ramamurthy, Amulya Krishnamurty",,0.0
Sri Ranga,Kannada,Comedy,0.0,0.0143,2022-07-22,"Venkat Bharadwaj, Sagar Jayaram, Gururaj Hosakote, Rachana, Roopan Rayappan",Sri Ranga's tech savvy mother is looking for a good match for him. What will happen when he likes 2 girls?,0.0
Instant Karma,Kannada,Thriller,0.0,0.0143,2022-04-01,"Anjan Dev, Bala Rajwadi, Prajwal Shetty, Yash Shetty","A group of five men, are linked to one man who planned a heist to steal election money. After stealing the item, that contains the money, they realize it is empty. Was their information wrong or did one of them con them all?",0.0
Malla,Kannada,"Romance, Action",0.0,0.0143,2004-02-27,"V. Ravichandran, Priyanka Upendra, Mohan Shankar, Umashree, Pavitra Lokesh","Shiva, a florist's son, grows up to become a gangster. After his father is murdered, he sets out to take revenge against the culprits.",0.0
Connect 55,Kannada,Drama,0.0,0.0143,2020-07-25,"Outstanding Yogi, Abhishek, Aishwarya, Sampath Kumar, Shruthi Gowda","It is a suspense crime thriller movie, In this movie shows a what are the problems face to girls in social media. Girls must watch this movie.",0.0
Bilindar,Kannada,Drama,0.0,0.0143,2016-04-22,"Ravi Basrur, Sheeja Shetty, Ragu Pandeshwar, Vijay Basrur","A bold young man is faced with several difficult circumstances since childhood, and as a consequence, he adopts a life of violence and crime. Given the right incentive and opportunity, can he reform himself and become a productive and law abiding member of society?",0.0
Inject 0.7,Kannada,Thriller,0.0,0.0143,2019-10-11,"H. Niranjan Double, Thara Chennappaji, Prajna Mallur, Roopa Gowda, Seyon Ragu","A story about investigative suspense-thriller, love and human values revolving around the suicide of a female doctor. The story takes an unexpected turn after finding a suicide note as ""I WANT TO SEE LIFE AFTER DEATH""",0.0
Digbhayam,Kannada,Drama,0.0,0.0143,2019-05-24,"Amith, Kavitha Bist, Monisha Gowda, Hamsa Gowda, Amith Lokesh","An investigative officer investigates a sensational and challenging murder case, which has many layers.",0.0
Husharagiri,Kannada,Drama,0.0,0.0143,2000-01-01,"Rekha Das, Badari Prasad, Vasanth Kumar K, Sabhapathi, Dr Sugunarthi",An adult themed Kannada movie,0.0
Babru,Kannada,"Drama, Thriller",5.0,0.0143,2019-12-06,"Suman Nagarkar, Mahi Hiremath, Aditya Rao, Ashwini Sharma, Bharath KS","A breathtaking thriller about two strangers with different motives, brought together by a common language, and an epic road trip across the United States that takes interesting twists at every turn. Some journeys change destinies.",2.0
Sarvasva,Kannada,Thriller,0.0,0.0143,2017-10-27,"Sathvika Appaiah, Ranusha Kashvi, Tilak Shekar, Chetan Vardhan",,0.0
Gowdru Cycle,Kannada,"Comedy, Drama",0.0,0.0143,2019-04-05,"Shasikanth, Bimbashri Ninasam","A comedy film directed by Prashanth K Yallampalli, starring Bimbashri Ninasam, and Shasikanth in the lead roles.",0.0
Vandana,Kannada,"Drama, Horror, Thriller",0.0,0.0143,2018-08-10,Shobitha Shivanna,,0.0
Shathaya Gathaya,Kannada,Drama,0.0,0.0143,2018-06-08,"Govinde Gowda, M. S. Umesh, Gaddappa, Kuri Prathap, Raghu Ramappa",,0.0
Tabarana Kathe,Kannada,Drama,7.0,0.0143,1986-04-01,"Charu Haasan, Vaishali Kasaravalli, Santosh Nandavanam",Tabara Shetty serves the government till his retirement. But problems emerge after his retirement. Matters worsen when his wife and only companion falls sick.,3.0
Prathyartha,Kannada,"Thriller, Action, Crime, Drama",5.2,0.0143,1999-01-01,"Ramesh Aravind, Raghuvaran, Girish Karnad, Sudeep","Akshay, a family man, finds himself compromising with his conscience when he is blackmailed to murder the home minister of the nation for the safety of his son, Nitin.",2.0
Vritta,Kannada,"Mystery, Thriller",0.0,0.0071,2025-08-01,"Maahir Mohiuddin, Harini Sundararajan, Chaithra J Achar, Master Anuraag, Shashikala",,0.0
Mathadana,Kannada,Drama,0.0,0.0071,2001-01-12,"Anant Nag, Devaraj, Avinash, Prakash Belawadi, Sudha Belawadi",Ram Linge Gowda and Markhande Gowda are at odds with each other as the former refuses the latter to help win the upcoming elections. Film reveals the caste based politics and other dynamics that grip the democratic institution of ballot box in India,0.0
Hendithghelthini,Kannada,"Comedy, Drama",0.0,0.0071,1998-09-15,"Vishnuvardhan, Suhasini Maniratnam, Kashi, Ramakrishna, B. V. Radha","Jayaram adopts a child and is excited to surprise his wife by revealing the truth later. However, problems arise when he goes home to find another child, claiming to be his friend's daughter.",0.0
Mangala Suthra,Kannada,"Family, Drama",0.0,0.0071,1997-01-01,"Vishnuvardhan, Vinaya Prasad, Priya Raman, Loknath, Jai Jagadish","A woman marries Chandrakanth but soon divorces him and also persuades another woman, Sudha, to marry him because of a terrible truth that she is hiding from everybody.",0.0
Premotsava,Kannada,"Romance, Drama",0.0,0.0071,1999-10-22,"Vishnuvardhan, Roja Ramani, Devayani, Ramakrishna, Kashi","Bharath is about to marry Bhavana, a teacher, but things change when his former lover, who he believed was dead, enters his life.",0.0
Yuga Purusha,Kannada,"Action, Drama",0.0,0.0071,1989-05-04,"V. Ravichandran, Khushboo, Moon Moon Sen, Ramakrishna, Leelavathi","While on a break, a man hallucinates of vivid imagery from his past life. As he starts remembering things, his girlfriend observes him falling for an older woman.",0.0
Make Up,Kannada,"Action, Comedy",0.0,0.0071,2002-11-08,"Jaggesh, Laila Khan, Shakti Kapoor, Komal Kumar, Yathiraj Jaggesh","To gather important information about a case, Jaggesh, a police officer, disguises himself as an old woman. During his investigation, he falls in love with a woman.",0.0
Urvashi Kalyana,Kannada,"Comedy, Drama",0.0,0.0071,1993-06-14,"Jaggesh, Priyanka, K. S. Ashwath, Srilalitha, Abhinaya","Akaiya and her daughter, Urvasi, believe that everything can be bought with money and have no respect for fellow humans. Chittapa, a victim of their pomposity, decides to teach them a lesson.",0.0
Sirivantha,Kannada,"Drama, Comedy",0.0,0.0071,2006-09-28,"Vishnuvardhan, Shruti, K. S. Ashwath, Srinath, Doddanna",Narayana Murthy wages a courageous battle to withstand all pressures and fight against corruption to retain the values he has cherished.,0.0
Male Banthu Male,Kannada,"Horror, Drama",0.0,0.0071,1984-08-27,"Arjun Sarja, Indira, K. S. Ashwath, Loknath, Vajramuni","Subbu, a young villager, takes a strong stand against Bakasur, an exploitative village head. However, things turn trickier when a deadly crocodile enters their village.",0.0
Prodigal,Kannada,Drama,0.0,0.0071,2025-04-01,"Nishanth Naidu, Sumukha Prasad","Homeless and broken in Bengaluru, a desperate Putanna returns to his rural family that he once stole from and abandoned.",0.0
Preethisle Beku,Kannada,"Romance, Comedy, Drama",0.0,0.0071,2003-05-02,"Vijay Raghavendra, Chaya Singh, Avinash, K. S. Ashwath, Ramesh Bhat","Vidya sets out to look for her lover, Harish. On the way, she meets and befriends Ganesh who promises to help her search for Harish.",0.0
Nishyabdha,Kannada,"Action, Thriller",0.0,0.0071,1998-03-10,"Vishnuvardhan, Mohini, Revathi, Sumanth, Ramakrishna","Major Vishwanath is a dog lover who lives peacefully with his brother, Vijay. His life takes a drastic turn when he finds Mohini in his garden and brings her to his house.",0.0
Raavana,Kannada,"Thriller, Drama",0.0,0.0071,2024-09-02,"Santhosh Balachandar, K.V Gurudatt, G.V Uday Kumar, Dhanvi Madhyastha, Mounitha M","Set in the backdrop of Urban Bengaluru, this story follows the series of events that led a young drama artist named Ved whose only goal was to play Lord Rama to go bad...",0.0
Fingers of Fury,Kannada,"Comedy, Drama",0.0,0.0071,2025-04-26,"Sahishnu Jogur, Suhas K, Purvik R, Sinchana Salimath, Lokesh Pandey","Ajay who suspects his girlfriend is cheating on him, hires a Freelance Vigilante.",0.0
Parajya,Kannada,Drama,0.0,0.0071,2025-03-04,"Mahadev Hadapad, Prajwal Kollal, Gayathri Heggodu, Veer Badami","Parajya, born in a man's body but yearning to live as a woman, finds solace in joining the Devi tradition. However, his identity and choices soon come under scrutiny as masculinity seeks to control him. Despite having a pure heart, Parajya is trapped in a rigid society where even familyan essential unit of that very societycreates a suffocating reality, leaving no space for him to live as he truly desires.",0.0
Inamdar,Kannada,Drama,0.0,0.0071,2023-10-27,"Ranjan Chatrapati, Chirashree Anchan","The mood around the black beauty On one hand, the Inamdar tribe worships Chhatrapati Shivaji Maharaj as a deity from generation to generation.",0.0
Hajj,Kannada,Drama,0.0,0.0071,2013-07-25,Nikhil Manjoo,Reservation talks about the side-effects of reservation in general in society. It's one of the most relevant and sensitive issues that needs to be told in an effective manner,0.0
Maagiya Kaala,Kannada,Drama,0.0,0.0071,2011-06-24,"Nishanth, Bindhu Shri","Maagiya Kaala  movie is  revolves around a realistic story based Ishwar Chandra written novel Ondu Soorina Kelage. Story revolves around an orphan boy, who is a Buddhist. He looses his parents at a very tender age & finds his parental love in his boss. But unfortunately, his boss also dies of heart attack & this pushes him in the pool of tears. He consults his guru (Buddhist monk) for guidance & his guru advises him to adopt parents from an old-age home.",0.0
