Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Ranna,Kannada,Drama,6.2,0.1562,2015-06-04,"Sudeep, Rachita Ram, Madhoo, Prakash Raj, Avinash","Bhargava, the heir apparent of a wealthy family in Switzerland, is on a mission to reunite his aunt and grandfather. Of course, this isn't easy since his aunt holds a lot of grudges and isn't willing to pardon him right away.",6.0
Madarangi,Kannada,"Comedy, Romance",0.0,0.156,2013-05-10,"Darling Krishna, Vinaya Prasad, Achyuth Kumar, Avinash, Sadhu Kokila",,0.0
Upendra Matte Baa,Kannada,"Drama, Action, Romance",0.0,0.1556,2017-11-07,"Upendra, Prema, Sruthi Hariharan, Harshika Poonacha, Sai Kumar","Upendra Matte Baa (Come again Upendra) is a 2017 Indian Kannada-language supernatural drama film directed by N. Arun Lokanath (Loki). The film stars Upendra in dual roles along with Prema and Sruthi Hariharan. The film's cinematography was handled by Swamy J. Gowda. The soundtrack and film score were composed by V. Sridhar.  After the death of a flirtatious zamindar named Upendra Raju, Yama sends his soul back to earth to fix the quarrels of his family.",0.0
Sagar,Kannada,Drama,0.0,0.1552,2012-08-10,"Prajwal Devaraj, Radhika Pandit, Hariprriya, Vinaya Prasad, Avinash","Rajasekhara is not willing to get into an arranged marriage and lies that he is in love with a girl called Kajal. But, trouble arrives when Kajal actually turns up and is even followed by a gangster.",0.0
Aana,Kannada,"Fantasy, Horror",0.0,0.1552,2021-10-29,"Aditi Prabhudeva, Suneel Puranik, Chethan Gandharva, Prerana Kambam, Vikash Uttaiah","Five friends, including two brothers, are desperate to get rich after losing their jobs following the COVID-19 pandemic, end up planning a kidnap for ransom. After successfully executing the kidnap, tides change and they end up struck as they start to experience strange happenings around them.",0.0
Nam Gani B.Com Pass,Kannada,"Comedy, Drama, Romance",0.0,0.1552,2019-11-15,"Aishani Shetty, Abhishek Shetty, Pallavi Gowda, Rachana Dashrath, Sudha Belawadi","Gani is an unemployed youth who has a dream to start his own business, but luck doesn't work in his favor. This romantic comedy is a laugh riot that will leave you in stitches.",0.0
Kotigalu Saar Kotigalu,Kannada,Comedy,0.0,0.1551,2001-12-27,"Ramesh Aravind, S. Narayan, Mohan Shankar, Prema, Tara",,0.0
Chamak,Kannada,Comedy,6.2,0.155,2017-12-29,"Rashmika Mandanna, Sadhu Kokila, Sumithra, Ganesh",,8.0
Kanaka,Kannada,"Action, Romance",0.0,0.1536,2018-01-26,"Manvitha Harish, Hariprriya, P. Ravi Shankar, K.P. Nanjundi, Duniya Vijay","Kanaka is a 2018 Indian Kannada romantic action film directed by R. Chandru. It features Duniya Vijay, Hariprriya and Manvitha Harish in the lead roles along with P. Ravishankar, Rangayana Raghu and Sadhu Kokila in key supporting roles.",0.0
Chalisuva Modagalu,Kannada,Drama,0.0,0.1536,1982-10-29,"Dr. Rajkumar, Saritha, Ambika, K. S. Ashwath, Pandari Bai",,0.0
Kempa,Kannada,"Action, Drama",0.0,0.1534,2009-01-09,"Santhosh Balaraj, Sai Dhanshika, Pradeep Ram Singh Rawat, Lucky Shankar, Avinash",The story is set on the backdrop of Gopinatham village where Kempa (Santosh) is living with his sister Pragna (Nayana) and his life changes when the STF forces who arrive there in the search for Veerappan end up killing her. Kempa is out to seek revenge and in no time kills the three STF guys who did it,0.0
Bulbul,Kannada,"Family, Romance, Comedy",6.0,0.1529,2013-05-10,"Darshan Thoogudeepa Srinivas, Ambareesh, Rachita Ram, Ramya Barna, Sharath Lohitashwa","A young man rejects a girl's proposal as he is in love with his childhood sweetheart. The girl tries to end her life, this angers her father who is a don and he tries to kill him.",3.0
Bhakta Prahlada,Kannada,"Fantasy, Drama",0.0,0.1525,1983-08-16,"Dr. Rajkumar, Puneeth Rajkumar, Saritha, Anant Nag",,0.0
Bahaddur Gandu,Kannada,"Family, Drama",9.0,0.1521,1976-04-23,"Dr. Rajkumar, Aarathi, Jayanthi, Advani Lakshmi Devi, Rajanand","Bahaddur Gandu is a 1976 Indian Kannada film, directed by A V Sheshgiri Rao and produced by Srikanth Nahatha and Srikanth Patel. The film Stars Dr Rajkumar, Jayanthi, Aarathi and Shantha in lead roles. The music of the film was composed by M Ranga Rao.",1.0
Manasaare,Kannada,Romance,7.0,0.1518,2009-09-25,"Diganth Manchale, Aindrita Ray, Neethu Shetty, Achyuth Kumar, Raju Talikote",,1.0
Love,Kannada,Comedy,7.5,0.1514,2004-07-09,"Auditya, Rakshita, Mohanlal, Amrish Puri, Kota Srinivasa Rao","Ganga, who mistakes Vikram to be a womaniser, understands his character when he saves her from a fire accident. They become lovers, but things change when a mysterious woman enters their lives.",3.0
Karulina Koogu,Kannada,Drama,0.0,0.1507,1994-03-01,"Prabhakar, Vinaya Prasad, Srinath, Doddanna, Shanthamma",,0.0
Nagamandala,Kannada,Drama,7.0,0.1506,1997-01-01,"Prakash Raj, Mandya Ramesh, Vijayalakshmi, Jayashree B., Vanitha Vasu","The story of the film was adapted from a play of the same name written by well-known writer Girish Karnad. The movie was directed by award winning director T.S. Nagabharana, who is deemed to be one of the ace directors in Kannada film industry. Music was scored by C. Aswath and Srihari L. Khoday produced the movie.  The film touches one of the most sensitive issues of marital life. In folk style and form, the film throws open a question as to who is the husband  the person who marries an innocent girl and indulges in self pleasures or the person who gives the real and complete experience of life.  G.S.Bhaskar, and his work is a visual thunder in this movie. Especially the night scenes & interior scenes are spellbounded. Bhaskar is a famous technician; he used contrast lighting in this movie, that clearly gave the touch of folk life in every frame.",1.0
Thamassu,Kannada,Action,0.0,0.15,2010-06-11,"Shivaraj Kumar, Padmapriya Janakiraman, Harshika Poonacha, Sudha Belawadi, Nasaar","Thamassu is a journey from violence to humanism. Shankar (Shivaraj Kumar) is a police officer and Shanthi (Padmapriya) is a doctor. They both will marry but soon realize that their ways of thinking is different. Over the course of their confrontations, Shankar begins to question himself and realizes that like terrorists, he also believes in violence. Later how he change himself forms the story.It is a story each one of us goes through. How much of what we think as right, really right? How much of what we do as our duty, really service? Agni Sridhar weaves the story marvellously, touching upon issues of state sponsored religious riots, terrorism and the purity of human relationships which goes beyond all boundaries.",0.0
Excuse Me,Kannada,"Romance, Drama, Music",0.0,0.1499,2003-12-05,"Ajai Rao, Sunil Raoh, Divya Spandana, Pavitra Lokesh, Sumalatha","Ajay makes a tune which Madhu loves, but she doesn't know who the composer is. Sunil, a selfish brat, pretends to be the composer of the tune in order to woo Madhu.",0.0
Habba,Kannada,"Drama, Action",0.0,0.1498,1999-04-16,"Vishnuvardhan, Jaya Prada, Ambareesh, Urvashi, Devaraj","Ram falls in love with Seetha, who refuses to marry him owing to a dark family secret. Ram's brothers then devise a plan to unite the lovers.",0.0
Sri Srinivasa Kalyana,Kannada,Family,8.0,0.1497,1974-10-25,"Dr. Rajkumar, B. Saroja Devi, Rajashankar, Srinath, Vajramuni","It is a 1974 Kannada-language Hindu mythological film directed by Vijay. The film, based on lord Venkateswara, stars Rajkumar, B. Saroja Devi and Manjula. It also featured the first screen appearances of future actors and Rajkumar's sons, Shiva Rajkumar and Raghavendra Rajkumar. The movie was dubbed in Tamil as Ezhumalaiyan Dharisanam and in Telugu as Sri Tirupatikshetra Mahatyam (1977).",1.0
Nyayave Devaru,Kannada,"Family, Drama",8.0,0.1493,1971-11-26,"Dr. Rajkumar, B. Saroja Devi, K. S. Ashwath, Aarathi, Dwarakish","Nyayave Devaru is a 1971 Indian Kannada-language film directed by Siddalingaiah. It stars Rajkumar and B. Saroja Devi. The supporting cast features K. S. Ashwath, Aarathi, Dwarakish, M. P. Shankar, Dinesh, B. Jaya and Vajramuni.",1.0
Beedi Basavanna,Kannada,"Family, Drama",8.0,0.1491,1967-09-08,"Dr. Rajkumar, Bharathi Rao, Vandana, Dinesh, T. R. Narasimharaju","Beedi Basavanna is a 1967 Indian Kannada language film, directed and produced by B. R. Panthulu. The film stars Rajkumar, Bharathi, Vandana (B. Vijayalakshmi) and Narasimharaju. The film has musical score by T. G. Lingappa. B. R. Panthulu remade the movie in Tamil in 1970 as Thedi Vandha Mappillai with minor changes.",1.0
Premaloka,Kannada,Drama,8.0,0.1489,1987-01-01,"V. Ravichandran, Juhi Chawla Mehta, Leelavathi, Lokesh, Srinath",,3.0
Nee Nanna Gellalare,Kannada,Drama,7.0,0.1489,1981-01-01,"Dr. Rajkumar, Manjula Vijayakumar, K. S. Ashwath, T. N. Balakrishna, Chi. Udayashankar",,1.0
Kariya 2,Kannada,"Action, Romance, Thriller",10.0,0.1488,2017-10-13,"Santhosh Balaraj, Ajay Ghosh, Sadhu Kokila, Mayuri Kyatari","The story of Kariya 2 revolves around Kariya, a small-time local goon who is employed by an influential underworld don. All is well with Kariya until he falls in love with Janaki, which leads to several unfortunate events that change their life completely.",1.0
Rambo,Kannada,"Comedy, Thriller",3.5,0.1487,2012-09-07,"Sharan, Madhuri Itagi, Tabla Nani, Sadhu Kokila, Rangayana Raghu","Car brokers Kitty and Premkumar come across a vehicle that contains a corpse. Soon, they learn that the body has a pen drive that holds information about a terrorist plot.",2.0
Mr. Garagasa,Kannada,Comedy,0.0,0.1486,2008-04-12,"Komal Kumar, Anant Nag, T. S. Nagabharana, Ramesh Bhat, Vanishri","Muniya, a chatterbox, often meets a producer who has several personal problems. However, using ingenious ways, Muniya helps the producer get rid of his personal issues.",0.0
Huli Hejje,Kannada,"Action, Drama",0.0,0.1483,1984-07-20,"Vishnuvardhan, Prabhakar, Vijayalakshmi Singh, Jai Jagadish, Doddanna","When a tribal lady gives birth to a baby boy after her lover abandons her, her family throws the baby into a river. However, he is saved by a fisherman and years later, he decides to find his parents.",0.0
Mysuru Tanga,Kannada,"Mystery, Thriller",8.0,0.1483,1968-04-01,"Kalyan Kumar, Vandana, T. N. Balakrishna, T. R. Narasimharaju, Shylashri","Mysore Tanga is a 1968 Indian Kannada film, directed by G. V. Iyer and produced by B Vijayalakshmi. The film stars Kalyan Kumar, B. Vijayalakshmi, Udaykumar and Balakrishna in lead roles. The film had musical score by Vijaya Bhaskar.",1.0
Thangigagi,Kannada,"Action, Drama",0.0,0.148,2006-10-20,"Darshan Thoogudeepa Srinivas, Poonam Bajwa, Swetha Changappa, Rangayana Raghu, Bullet Prakash","The story of a brother - Veerabhadra, who loves his only sister - Gowri a lot. Gowri marries a nice man and moves to Bangalore city. In spite of a warning, Veerabhadra gets into violence and revenge.",0.0
Sodari,Kannada,Drama,10.0,0.1473,1955-05-20,"Dr. Rajkumar, Pandari Bai, T. R. Narasimharaju, G. V. Iyer","Sodari is a 1955 Indian Kannada-language film directed by T. V. Singh Thakur. The film stars Pandari Bai, Narasimha Raju and Rajkumar. The music for the film was composed by Padmanabha Shasthri. The story of the film is based on the life of Hemavati, the pious wife of King Kailasanatha. She faces numerous hardships along with her children when Kailasanatha loses his kingdom due to a drought. The actress Jayashree plays a negative role of Chanchaladevi, a cunning relative of Hemavati. The movie is based on GV Iyer's stage play Anna Thangi which was based on the popular legend of Nalla Thangaal whose story had earlier been adapted in Malayalam in 1950 as Nalla Thanka and later in Tamil as Nalla Thangal (1955).",1.0
Muthina Haara,Kannada,Drama,0.0,0.1473,1990-08-22,"Vishnuvardhan, Suhasini Maniratnam, Master Anand, K. S. Ashwath","Mutthina Haara - A Necklace of Pearls - tells the tale of an Indian (Coorg) soldier, Achchappa and an army nurse, Annapurna and the toils of warfare on them during the 1940's to the 1960's.",0.0
Jaanu,Kannada,"Action, Drama, Romance",0.0,0.1473,2012-06-01,"Yash, Deepa Sannidhi, Rangayana Raghu, Sadhu Kokila, Laya Kokila",,0.0
Shabdavedhi,Kannada,"Crime, Drama",5.5,0.1471,2000-01-02,"Dr. Rajkumar, Jaya Prada, K. S. Ashwath, Mukhyamantri Chandru, Umashree","Shabdavedi is about Sandeep Rajkumar, a strict police officer crusading against narcotics. The man is so straight that when his wife Jaya Prada refuses to reveal the identity of a key link in the drug ring that he is investigating. He beats her in lockup. Eventually he overcomes all the usual attempts to throw him off the chase like tarnishing his reputation and implicating him in lock-up death cases and tracks the ring down to its last man.",3.0
Jugalbandhi,Kannada,Thriller,0.0,0.1467,2024-03-01,"Manasi Sudhir, Yash Shetty, Ashwin Rao Pallaki, Archana Kottige, Santhosh Ashray","A mother, a couple, and a visually impaired person, where all of them will focus on their hunt for finance.",0.0
Huliya Halina Mevu,Kannada,"War, History",10.0,0.1463,1979-05-17,"Dr. Rajkumar, Jaya Prada, M. P. Shankar, T. N. Balakrishna, Jayachitra","Chengumani is commander-in-chief in the 18th-century Coorg region of present-day Karnataka. He becomes the king's commander-in-chief after saving his life, but his life gets complicated when he falls in love with Poovi and marries her in disguise. The movie was dubbed in Telugu as Prachanda Bheri. This was also Rajkumar's first cinemascope movie.",1.0
Bhajarangi 2,Kannada,"Action, Thriller, Fantasy",1.0,0.1463,2021-10-29,"Shivaraj Kumar, Bhavana, Shruti, Saurav Lokesh, Shivaraj KR Pate","When a group of lost villagers chance upon a Guruji at a shrine, he begins to narrate the story of two unlikely heroes, Anji and Bhajrangi, who lived across two different timelines.",1.0
Yaanaa,Kannada,Drama,5.0,0.1461,2019-07-12,"Abhishek, Baby Akshatha, Vaisiri Jagdish, Vainidhi Jagdish, Anant Nag","The film delves into the aspirations and values of today's youth, who would go to any length to achieve their dreams. As the saying goes, the greatest journey is the one within.",1.0
Girikanye,Kannada,"Family, Drama, Romance",10.0,0.1458,1977-06-03,"Dr. Rajkumar, Jayamala, Vajramuni, Thoogudeepa Srinivas, Sampath","An estate manager sets his eyes on a beautiful girl. When he tries to misbehave with her, a good-hearted man comes to her rescue.",1.0
Vascodigama,Kannada,Drama,0.0,0.1457,2015-10-23,"Kishore, Parvatii Nair, Suchendra Prasad, Sundar, Rockline Sudhakar","Vascodigama is a 2015 Indian Kannada satirical film written and directed by Madhu Chandra. The plot revolves around the extent to which education system in India holds practically among students, and that the revision of curriculum is obligatory for a healthy teacher-student connect, accentuating the argument that students should lead discerning and forbearing lives rather than being coerced to study only to acquire a degree. It stars Kishore in the lead role as Vascodigama, a Kannada lecturer emphasizing his students on the above point; and Parvathy Nair as Shanthi, an English lecturer in the same college, in the lead roles. Ashwin Vijaykumar and Suchendra Prasad feature in supporting roles.",0.0
Pepe,Kannada,"Drama, Crime",0.0,0.1456,2024-08-30,Vinay Rajkumar,,0.0
Nodi Swamy Navirodu Heege,Kannada,"Comedy, Drama, Family",7.0,0.1456,1983-01-01,"Shankar Nag, Ramesh Bhat, Arundathi Nag, Manjunath, Loknath",,2.0
