Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
kick 2,telugu,"romance, comedy, action",4.5,0.3796,8/27/2015,"ravi teja, rakul preet singh, brahmanandam, tanikella bharani, ravi kishan","a doctor living abroad returns to india to sell his property, where he falls in love with a woman who tries to get him to help the people in her village.",11.0
brochevarevarura,telugu,"thriller, crime",7.1,0.3794,6/28/2019,"sree vishnu, rahul ramakrishna, priyadarshi pullikonda, satyadev kancharana, nivetha thomas",three underachieving students befriend mitra from another class. they devise a plan to help her but it leads to various problems.,27.0
thalla? pellama,telugu,drama,6.0,0.3785,1/8/1970,"n.t. rama rao, chandrakala, harikrishna nandamuri, relangi venkata ramaiah, nagabhushanam",the story of a young man who teaches a lesson to his wife to make her understand the value of a mother's love.,0.0
krishnarjuna yudham,telugu,"thriller, action, romance",5.071,0.378,4/12/2018,"nani, anupama parameswaran, rukshar dhillon, prabhas sreenu, brahmaji","krishna is the hot-blooded, aimless, flirt of a man from chittoor whose only aim in life is to find a girl who will love him back. continents away in prague is his look-alike arjun, the playboy rockstar who doesnt have a problem bedding girls at all. but what happens that brings krishna and arjun together is what the film is all about.",14.0
vedam,telugu,"drama, action",7.4,0.377,6/4/2010,"nagayya, manchu manoj, allu arjun, anushka shetty, manoj bajpayee","five people from varied strata of society  a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken muslim man  end up together in the same hospital, at a time when it is attacked by terrorists.",36.0
kavacham,telugu,"action, thriller",5.125,0.3769,12/7/2018,"bellamkonda srinivas, kajal agarwal, neil nitin mukesh, mehreen pirzada, harshvardhan rane","after being framed for a kidnapping, an honest cop races against time to clear his name and catch the conspirator.",12.0
spy,telugu,"action, thriller",5.6,0.375,6/29/2023,"nikhil siddhartha, iswarya menon, abhinav gomatam, jisshu sengupta, nitin mehta","a raw agent is in search of his brothers killer, unravels the connection between a notorious arms dealer and the hidden secrets of netaji subhash chandra bose, risking everything to protect india from impending chaos.",9.0
ashok,telugu,"drama, action, romance",5.2,0.375,7/13/2006,"n.t. rama rao jr., sameera reddy, prakash raj, sonu sood, rajiv kanakala","a short-tempered man falls in love with a woman, who is also pursued by a gangster that wants to marry her. as the man sets out to take on the mighty mob, his estranged family gets drawn into the fight.",10.0
priyathama neevachata kusalama,telugu,"romance, drama",7.0,0.3749,3/23/2013,"varun sandesh, shashidhar, komal jha, anandhi, subhalekha sudhakar","priyathama neevachata kusalama is a 2013 telugu film directed by trinadha rao nakkina starring varun sandesh, haasika and komal jha in the lead roles. j. samba siva rao produced this film and sai karthik provided the music",1.0
once upon a warrior,telugu,"adventure, fantasy, action, family",6.1,0.3749,1/14/2011,"siddharth, harshita, shruti haasan, lakshmi manchu, vallabhaneni ramji",unknown,29.0
118,telugu,"action, thriller",5.2,0.3745,2/28/2019,"kalyan ram, nivetha thomas, shalini pandey, nasaar, hari teja","while staying in a resort, an investigative journalist has a dream where he sees a woman being beaten to death. when he has the same dream once again in the same room of the resort, he begins to believe there might be some truth to it. he starts investigating and eventually faces physical challenges from someone who doesn't want him to uncover the truth.",11.0
baadshah,telugu,"action, comedy",5.5,0.3741,4/5/2013,"n.t. rama rao jr., kajal agarwal, brahmanandam, nasaar, vennela kishore",unknown,20.0
nuvvu leka nenu lenu,telugu,"comedy, drama",6.0,0.3738,1/14/2002,"tarun, aarthi agarwal, kiran rathod, brahmanandam, sunil varma","radha krishna and krishnaveni constantly tease each other and deny any romantic feelings.  but when they become engaged to other people, they realize the truth.",1.0
wild dog,telugu,"action, thriller",5.6,0.3727,4/2/2021,"nagarjuna akkineni, dia mirza, saiyami kher, atul kulkarni, anish kuruvilla","wild dog aka vijay varma is an nia agent whos brought back to field from a desk job to handle a terrorism case. despite having a personal motive, he moves heaven and earth to ensure justice is served for the sake of the country.",21.0
subham,telugu,"horror, comedy",7.8,0.3716,5/9/2025,"harshith malgireddy, srinivas gavireddy, charan peri, shriya kontham, shravani lakshmi","set in the early 2000s, in the pre-internet days of coastal bheemili, a group of married men band together to find solutions, after their wives get possessed while watching a cable tv soap opera serial.",5.0
sri sri sri raja vaaru,telugu,"action, romance",6.0,0.3713,6/6/2025,"narne nithin, sampada, sarayu roy, rao ramesh, subhalekha sudhakar",unknown,0.0
rachcha,telugu,"action, drama, romance",4.158,0.3712,4/5/2012,"ram charan, tamannaah bhatia, ajmal ameer, nasaar, brahmanandam","a betting teenager, raj gets involved in a larger bet than he had imagined to earn 2 million rupees for his father's treatment. will he be able to save his father?",19.0
geethanjali,telugu,"drama, romance",6.7,0.371,5/10/1989,"nagarjuna akkineni, girija shettar, vijayakumar, vijayachander, m. m. radhabai","prakash, who is diagnosed with terminal cancer, and geethanjali, an equally ill patient, fall in love with each other. however, when she learns about his illness, she decides to move out of his life.",15.0
aata,telugu,romance,3.9,0.3702,5/8/2007,"siddharth, ileana d'cruz, sarath babu, brahmanandam","sri krishna (siddharth) grows up watching films playing in the theater in which his father works as a movie-projectionist in a village. satya (ileana) is harassed by vicky (munna) - son of a politician - who wants to marry her. satya escapes from home and sri krishna falls in love with her the first time he meets her. as the goons and police chase satya, sri krishna protects her and drops her in the house of the politician. he wins vickys confidence. then, he plays a one sided game with him. at the end, the police that were working with vicky turn against him and arrest vicky and his parents. satya and sri krishna get married.",7.0
ashta chamma,telugu,"family, romance, drama",5.9,0.37,9/5/2008,"nani, swathi reddy, srinivas avasarala, jhansi, bhargavi",lavanya is in love with the actor mahesh babu and decides to marry a man with the same name. but things take an unexpected turn when she finds out that her husband's real name is not mahesh.,10.0
hyper,telugu,"romance, action, family",5.5,0.3689,9/30/2016,"ram pothineni, raashii khanna, sathyaraj, rao ramesh, tulasi",surya is a carefree youth who lives with his father narayana murthy. he loves his father and is very protective about him. this obsession often lands him in trouble. a political don troubles narayana murthy to get his signature for a file. murthy objects for this signature and lands in deep trouble. the rest of the film deals with how surya encounters the minister and solves his father's problem.,12.0
teen maar,telugu,drama,3.6,0.3688,4/14/2011,"pawan kalyan, trisha krishnan, paresh rawal, sonu sood, kriti kharbanda","michael velayudham is a chef specialized in italian cuisine in cape town. he falls in love with meera sasthri - another indian staying in cape town. meera is a restoration specialist and she is moving to india. since it is not possible to continue the relationship across the seas, they bid good bye to each other. michael finds a local white girl in cape town and meera finds a local politician back in india. the rest of the story is all about how their true love unites them despite them being so casual about their relationship. there is also another story dealing with arjun palwai that runs parallel with a time difference of 30 years in waranasi.",10.0
oh bhama ayyo rama,telugu,"romance, drama",6.0,0.3686,7/11/2025,"suhas, malavika manoj, harish shankar, anita hassanandani reddy, ali basha","a man pursuing life abroad meets a chaotic, free-spirited woman who pulls him back into filmmaking-a passion he abandoned after trauma. through their love story, he confronts his past wounds and rediscovers his creative soul.",0.0
kirrak party,telugu,"drama, comedy, romance",8.0,0.3679,3/16/2018,"nikhil siddhartha, simran pareenja, samyuktha hegde, rakendu mouli, brahmaji",krishna is a happy-go-lucky first year engineering student with not a care in life. he falls in love with his senior meera whos a do-gooder and urges him to tap into the unseen side of him. but what happens when an unforeseen incident brings a change in him that even she couldnt predict?,2.0
alludu adhurs,telugu,"romance, comedy",5.2,0.3659,1/14/2021,"bellamkonda srinivas, sonu sood, nabha natesh, anu emmanuel, prakash raj","a love failure in high school prompts sreenu to stay away from girls, but fate introduces him to the daughter of a notorious goon, with whom he falls in love immediately. however, his path to win over the girl of his dreams is far from as easy.",9.0
bheemla nayak,telugu,"action, drama, thriller",5.7,0.3657,2/25/2022,"pawan kalyan, rana daggubati, samuthirakani, murali sharma, nithya menen",a sub-inspector and the egoistic son of an ex-mp get in an egotistical war when the former arrests the latter for bringing in liquor from telangana to ap.,14.0
appudo ippudo eppudo,telugu,"action, romance, drama",4.0,0.3656,11/8/2024,"nikhil siddhartha, rukmini vasanth, divyansha kaushik, harsha chemudu, john vijay","rishi falls in love with a girl named tara, a budding racer, due to a mistake made by his friend yaji... rishi and tara who were meant to be close get separated. rishi works as an intern in the racing circuit in london due to the suggestion given by yaji.",1.0
neninthe,telugu,"action, drama",6.625,0.365,12/18/2008,"ravi teja, siya gautham, subbaraju, sayaji shinde, supreet","ravi (ravi teja) is an aspiring film director who works as an assistant director to idly vishwanath (brahmanandam). mallik (subba raju) is the hero of the film and mumaith (mumaith khan) is the heroine for the project. sandhya (siya), the film's junior artiste, falls in love with ravi. but ravi is goal oriented like kamal hasan in sagarasangamam.  also, ravi's mother (rama prabha) is fighting against cancer. amidst all this, how ravi reaches his goal by impressing heroes and producers with his talent forms the main theme. krishna bhagawan portrays the role of a villain alongside supreet.",8.0
rakshana,telugu,"crime, thriller",6.0,0.3649,6/7/2024,"payal rajput, maanas nagulapalli, sivannarayana naripeddi, roshan basheer, rajiv kanakala","a serial killer targets and murders successful women without leaving any trace. acp kiran, a bold and determined police officer, goes beyond the set of rules to follow her gut feeling to bring the killer to justice.",0.0
sri manjunatha,telugu,"family, drama, history, music",6.3,0.3648,6/22/2001,"arjun sarja, soundarya, chiranjeevi, meena, ambareesh","manjunatha, an atheist, fights against social evils. he marries kathyayini, a staunch devotee of lord shiva. as the days go by, manjunatha realizes the existence of god.",3.0
chinnadana nee kosam,telugu,"drama, romance",5.833,0.3644,12/25/2014,"nithiin, mishti chakravarty, nasaar, naresh, sithara","nithin falls in love with nandini and tries to woo her while their friendship blooms. however, nandini leaves for a europe trip with reddy garu without informing him which causes him to tail them.",6.0
avunu 2,telugu,horror,3.0,0.364,1/1/2015,"poorna, harshvardhan rane, ravi babu, gayatri bhargavi, chalapathi rao",the lustful spirit of captain raju stalks mohini till the end in this continuation of the first part. a true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.,1.0
manamantha,telugu,"drama, family, thriller",6.9,0.3638,8/5/2016,"mohanlal, gautami tadimalla, viswant duddumpudi, raina rao, anisha ambrose","sairam, an assistant manager in a supermarket treads on an unethical path for a promotion, leading to dire consequences. gayatri a thrifty housewife manages her middle class household. mahitha's friend, a street child goes missing and she goes out of her way to find him. abhiram, the bright student falls in love with aira and pursues her. four stories seemingly unrelated are all bound by one string called family.",12.0
mister,telugu,"action, romance, comedy",4.786,0.3634,4/14/2017,"varun tej, lavanya tripathi, hebah patel, nasaar, nikitin dheer",unknown,7.0
mithunam,telugu,"drama, family",7.2,0.3631,12/21/2012,"s. p. balasubramaniam, lakshmi, prakash raj, brahmanandam, mohana krishna indraganti",an elderly couple live by themselves while their children are settled abroad; they take each day as special and enjoy their life.,2.0
antariksham 9000 kmph,telugu,"science fiction, thriller",5.7,0.3629,12/20/2018,"varun tej, aditi rao hydari, lavanya tripathi, rahman, srinivas avasarala","the coordinates of an old satellite from india, mihira, are lost with the potential for it to wreak havoc with communications worldwide. astronaut devs life was turned upside down five years ago and he now teaches science at a government school. hes brought in to fix the satellite but is that the only reason he agrees to come back?",10.0
pandurangadu,telugu,fantasy,3.0,0.3622,5/30/2008,"nandamuri balakrishna, sneha, tabu, suhasini maniratnam, meghna naidu","at the request of lord krishna, a dedicated devotee, lakshmi, attempts to marry a selfish playboy, pundarika.",1.0
urvasivo rakshasivo,telugu,"romance, comedy",5.5,0.362,11/4/2022,"allu sirish, anu emmanuel, vennela kishore, sunil varma, posani krishna murali","sree kumar, a middle-class it employee with a conservative upbringing, is deeply in love with sindhu jha, his colleague at work with a broad-minded approach towards life. when sree's parents want to see him married and actively seek a bride, he pursues sindhu to marry, she has her eyes set on achieving her dream and prefers a live-in. will they ever reach a common ground in this conflict of ideologies?",5.0
